begin,end,participant,utterance,source,utterance_raw,language,corpus,duration,uid,nature,utterance_stripped,nwords,nchar,n,rank,freq,overlap,priorby,FTO,overlapped,talk_all,talk_rel,load,transitions,turns_all,turns_rel,participants,rank_perc,freq_perc
855887,856178,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,291,dutch-15-716-855887,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-349,NA,9010,0.239622641509434,1.14311088556204,7,9,0.444444444444444,2,10,100
856236,858051,spreker2 [v] (TIE2),en hoe doe ik dat dan dat 't goed is,/dutch2/DVA3E,en hoe doe ik dat dan dat 't goed is,dutch,dutch2,1815,dutch-15-717-856236,talk,en hoe doe ik dat dan dat 't goed is,10,36,1,205,1.5556098217596995e-10,NA,other,58,overlapped,10825,0.800554272517321,1.11632463648551,8,10,0.6,2,100,69
856980,857248,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,268,dutch-15-718-856980,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-1071,NA,11093,0.218786622194176,1.14396205011859,9,11,0.454545454545455,2,10,100
857981,858190,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,209,dutch-15-719-857981,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self_during_other,-70,NA,11302,0.233233056096266,1.14904432696218,9,12,0.5,2,10,100
858516,860168,spreker2 [v] (TIE2),en dat je d'r zo achter komt,/dutch2/DVA3E,en dat je d'r zo achter komt,dutch,dutch2,1652,dutch-15-720-858516,talk,en dat je d'r zo achter komt,7,28,1,205,1.5556098217596995e-10,NA,other,326,NA,12547,0.789909938630748,1.11936836470693,10,12,0.5,2,100,69
860168,860365,spreker2 [v] (TIE2),maar,/dutch2/DVA3E,maar,dutch,dutch2,197,dutch-15-721-860168,talk,maar,1,4,1347,19,2.0954064299103157e-7,NA,self,NA,NA,9813,0.731376745134006,1.13760723394389,9,12,0.5,2,19,82
861156,861598,spreker2 [v] (TIE2),ja,/dutch2/DVA3E,ja,dutch,dutch2,442,dutch-15-722-861156,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self,NA,overlapped,10255,0.742954656265236,1.04016634547114,9,13,0.538461538461538,2,10,100
861273,862320,spreker1 [v] (TIE0),ja dat is natuurlijk wel,/dutch2/DVA3E,ja dat is natuurlijk wel,dutch,dutch2,1047,dutch-15-723-861273,talk,ja dat is natuurlijk wel,5,24,1,205,1.5556098217596995e-10,partial,other,908,NA,11302,0.325871527163334,1.06814100746621,10,14,0.5,2,100,69
862320,863937,spreker1 [v] (TIE0),voor de motivatie misschien wel leuk,/dutch2/DVA3E,voor de motivatie misschien wel leuk,dutch,dutch2,1617,dutch-15-724-862320,talk,voor de motivatie misschien wel leuk,6,36,1,205,1.5556098217596995e-10,NA,self,NA,NA,11586,0.34239599516658,1.03317281968967,9,14,0.5,2,100,69
863937,864949,spreker1 [v] (TIE0),maar dan moet je toch de,/dutch2/DVA3E,maar dan moet je toch de,dutch,dutch2,1012,dutch-15-725-863937,talk,maar dan moet je toch de,6,24,1,205,1.5556098217596995e-10,NA,self,NA,NA,10434,0.425915276979107,0.984618288194772,5,11,0.545454545454545,2,100,69
865588,867880,spreker1 [v] (TIE0),vrij snel vind ik dan toch 't regeltje geven,/dutch2/DVA3E,vrij snel vind ik dan toch 't regeltje geven,dutch,dutch2,2292,dutch-15-726-865588,talk,vrij snel vind ik dan toch 't regeltje geven,9,44,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10842,0.621287585316362,0.904027349287084,4,11,0.636363636363636,2,100,69
867554,868008,spreker2 [v] (TIE2),ja,/dutch2/DVA3E,ja,dutch,dutch2,454,dutch-15-727-867554,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-326,NA,8922,0.307666442501681,0.889797546624115,3,9,0.444444444444444,2,10,100
868345,870555,spreker1 [v] (TIE0),maar bij 't engels moet je toch ook zon*a zonder meer alle,/dutch2/DVA3E,maar bij 't engels moet je toch ook zon*a zonder meer alle,dutch,dutch2,2210,dutch-15-728-868345,talk,maar bij 't engels moet je toch ook zon*a zonder meer alle,12,58,1,205,1.5556098217596995e-10,NA,other,337,NA,10923,0.748695413347981,0.907301270869674,3,9,0.555555555555556,2,100,69
870555,872238,spreker1 [v] (TIE0),onregelmatige werkwoorden gewoon leren,/dutch2/DVA3E,onregelmatige werkwoorden gewoon leren,dutch,dutch2,1683,dutch-15-729-870555,talk,onregelmatige werkwoorden gewoon leren,4,38,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10757,0.916705401134145,0.970673163688865,3,8,0.75,2,100,69
871237,871796,spreker2 [v] (TIE2),ja,/dutch2/DVA3E,ja,dutch,dutch2,559,dutch-15-730-871237,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-1001,NA,10874,0.0931579915394519,0.991700866393069,3,8,0.25,2,10,100
872529,873575,spreker1 [v] (TIE0),dat moet je gewoon altijd,/dutch2/DVA3E,dat moet je gewoon altijd,dutch,dutch2,1046,dutch-15-731-872529,talk,dat moet je gewoon altijd,5,25,1,205,1.5556098217596995e-10,NA,other,733,overlapped,9256,0.890557476231634,0.960365221000207,4,7,0.714285714285714,2,100,69
872680,874390,spreker2 [v] (TIE2),en ik i*a ik heb ook bij,/dutch2/DVA3E,en ik i*a ik heb ook bij,dutch,dutch2,1710,dutch-15-732-872680,talk,en ik i*a ik heb ook bij,7,24,1,205,1.5556098217596995e-10,partial,other,442,NA,10966,0.248312967353639,1.04907682005166,5,8,0.375,2,100,69
874390,875867,spreker2 [v] (TIE2),bij andere talen die ik dan geleerd heb,/dutch2/DVA3E,bij andere talen die ik dan geleerd heb,dutch,dutch2,1477,dutch-15-733-874390,talk,bij andere talen die ik dan geleerd heb,8,39,1,205,1.5556098217596995e-10,NA,self,NA,NA,11431,0.367421922841396,1.11207315886759,5,8,0.5,2,100,69
875867,877914,spreker2 [v] (TIE2),dan dat ik heel snel even vraag aan iemand,/dutch2/DVA3E,dan dat ik heel snel even vraag aan iemand,dutch,dutch2,2047,dutch-15-734-875867,talk,dan dat ik heel snel even vraag aan iemand,9,42,1,205,1.5556098217596995e-10,NA,self,NA,NA,11186,0.558465939567316,1.07972972972973,4,8,0.625,2,100,69
877914,880171,spreker2 [v] (TIE2),van ja kun je me even zo dat regeltje zetten van,/dutch2/DVA3E,van ja kun je me even zo dat regeltje zetten van,dutch,dutch2,2257,dutch-15-735-877914,talk,van ja kun je me even zo dat regeltje zetten van,11,48,1,205,1.5556098217596995e-10,NA,self,NA,NA,12989,0.619755177457849,1.09834263487232,3,8,0.625,2,100,69
880171,881714,spreker2 [v] (TIE2),wat wat is de uitgang bij de eerste,/dutch2/DVA3E,wat wat is de uitgang bij de eerste,dutch,dutch2,1543,dutch-15-736-880171,talk,wat wat is de uitgang bij de eerste,8,35,1,205,1.5556098217596995e-10,NA,self,NA,NA,12322,0.778526213277065,1.10422080831616,3,8,0.75,2,100,69
881714,883912,spreker2 [v] (TIE2),persoon tweede persoon derde persoon en zo want dan,/dutch2/DVA3E,persoon tweede persoon derde persoon en zo want dan,dutch,dutch2,2198,dutch-15-737-881714,talk,persoon tweede persoon derde persoon en zo want dan,9,51,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,12278,0.914806971819515,1.07862602125977,1,7,0.857142857142857,2,100,69
882214,882505,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,291,dutch-15-738-882214,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-1698,NA,12569,0.106372822022436,1.10419045945709,2,8,0.25,2,10,100
883098,883342,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,244,dutch-15-739-883098,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,self_during_other,-814,NA,10057,0.053196778363329,1.0561856752783,1,7,0.285714285714286,2,10,100
884470,886308,spreker2 [v] (TIE2),ja dan heb je tenminste 'n houvast,/dutch2/DVA3E,ja dan heb je tenminste 'n houvast,dutch,dutch2,1838,dutch-15-740-884470,talk,ja dan heb je tenminste 'n houvast,7,34,1,205,1.5556098217596995e-10,NA,other,1128,overlapped,10418,0.948646573238625,0.997797145867254,2,7,0.714285714285714,2,100,69
885924,886215,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,291,dutch-15-741-885924,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-384,NA,8662,0.0953590394827984,1.03192756730998,3,7,0.428571428571429,2,10,100
886622,886855,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,233,dutch-15-742-886622,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self_during_other,314,NA,8895,0.119055649241147,0.994855161615032,3,8,0.5,2,10,100
887192,889216,spreker2 [v] (TIE2),of zo en ik ik heb ooit 'ns een uh,/dutch2/DVA3E,of zo en ik ik heb ooit 'ns een uh,dutch,dutch2,2024,dutch-15-743-887192,talk,of zo en ik ik heb ooit 'ns een uh,10,34,1,205,1.5556098217596995e-10,NA,other,337,NA,10919,0.903013096437403,0.966112192532295,4,9,0.555555555555556,2,100,69
889554,890473,spreker2 [v] (TIE2),een mondje,/dutch2/DVA3E,een mondje,dutch,dutch2,919,dutch-15-744-889554,talk,een mondje,2,10,1,205,1.5556098217596995e-10,NA,self,NA,NA,9581,0.889468740215009,0.930013589594254,4,9,0.555555555555556,2,100,69
890810,893125,spreker2 [v] (TIE2),uh roemeens geleerd maar echt heel weinig,/dutch2/DVA3E,uh roemeens geleerd maar echt heel weinig,dutch,dutch2,2315,dutch-15-745-890810,talk,uh roemeens geleerd maar echt heel weinig,7,41,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10353,0.897710808461316,0.907282446761896,4,9,0.555555555555556,2,100,69
891869,892276,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,407,dutch-15-746-891869,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-1256,NA,8562,0.171221677178229,0.784712675281826,4,9,0.555555555555556,2,10,100
893090,893462,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,372,dutch-15-747-893090,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self_during_other,-35,NA,8643,0.178988777045008,0.833944423002702,4,9,0.555555555555556,2,10,100
893707,895486,spreker2 [v] (TIE2),en daar ben ik dus niet verder gekomen dan,/dutch2/DVA3E,en daar ben ik dus niet verder gekomen dan,dutch,dutch2,1779,dutch-15-748-893707,talk,en daar ben ik dus niet verder gekomen dan,9,42,1,205,1.5556098217596995e-10,NA,other,245,NA,10178,0.871978777755944,0.923928830791576,4,9,0.555555555555556,2,100,69
895486,897359,spreker2 [v] (TIE2),eerste en derde persoon enkelvoud,/dutch2/DVA3E,eerste en derde persoon enkelvoud,dutch,dutch2,1873,dutch-15-749-895486,talk,eerste en derde persoon enkelvoud,5,33,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10213,0.872417507098796,0.893135111499781,3,9,0.555555555555556,2,100,69
897056,897766,spreker1 [v] (TIE0),ja ja,/dutch2/DVA3E,ja ja,dutch,dutch2,710,dutch-15-750-897056,talk,ja ja,2,5,7128,4,1.108838680950314e-6,partial,other,-303,overlapped,10399,0.143186844888932,0.983449971628523,3,8,0.375,2,13,89
897359,898766,spreker2 [v] (TIE2),en dat is heel irritant,/dutch2/DVA3E,en dat is heel irritant,dutch,dutch2,1407,dutch-15-751-897359,talk,en dat is heel irritant,5,23,1,205,1.5556098217596995e-10,partial,other,-407,NA,9782,0.847781639746473,1.06187581415545,4,8,0.625,2,100,69
899399,899946,spreker2 [v] (TIE2),kun je,/dutch2/DVA3E,kun je,dutch,dutch2,547,dutch-15-752-899399,talk,kun je,2,6,3,203,4.666829465279099e-10,NA,self,NA,overlapped,10329,0.85584277277568,0.993937644341801,4,9,0.666666666666667,2,29,72
899423,899865,spreker1 [v] (TIE0),ja,/dutch2/DVA3E,ja,dutch,dutch2,442,dutch-15-753-899423,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,657,NA,10771,0.17927769009377,1.03647036181678,5,10,0.4,2,10,100
872,1115,spreker2 [v] (TIE2),nou,/dutch2/DVA4C,nou,dutch,dutch2,243,dutch-16-001-872,talk,nou,1,3,2038,14,3.170332816746268e-7,NA,self,NA,overlapped,243,1,1,0,1,1,1,18,84
1034,1242,spreker1 [v] (TIE0),ja,/dutch2/DVA4C,ja,dutch,dutch2,208,dutch-16-002-1034,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,NA,overlapped,451,0.46119733924612,1.21891891891892,1,2,0.5,2,10,100
1231,3379,spreker2 [v] (TIE2),pim wat heerlijk dat ik met jou mag gaan praten,/dutch2/DVA4C,pim wat heerlijk dat ik met jou mag gaan praten,dutch,dutch2,2148,dutch-16-003-1231,talk,pim wat heerlijk dat ik met jou mag gaan praten,10,47,1,205,1.5556098217596995e-10,partial,other,-11,overlapped,2599,0.919969218930358,1.03669724770642,2,3,0.666666666666667,2,100,69
2409,2721,spreker1 [v] (TIE0),ja,/dutch2/DVA4C,ja,dutch,dutch2,312,dutch-16-004-2409,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-970,NA,2911,0.178632772243215,1.16114878340646,3,4,0.5,2,10,100
3345,4257,spreker1 [v] (TIE0),wat een gezelligheid,/dutch2/DVA4C,wat een gezelligheid,dutch,dutch2,912,dutch-16-005-3345,talk,wat een gezelligheid,3,20,1,205,1.5556098217596995e-10,NA,self_during_other,-34,NA,3823,0.374574941145697,1.12939438700148,3,5,0.6,2,100,69
4304,4650,spreker2 [v] (TIE2),ja,/dutch2/DVA4C,ja,dutch,dutch2,346,dutch-16-006-4304,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,47,NA,4169,0.656512353082274,1.10349391212282,4,6,0.5,2,10,100
4650,5598,spreker1 [v] (TIE0),precies zeker,/dutch2/DVA4C,precies zeker,dutch,dutch2,948,dutch-16-007-4650,talk,precies zeker,2,13,1,205,1.5556098217596995e-10,NA,other,0,overlapped,5117,0.465116279069767,1.08273381294964,5,7,0.571428571428571,2,100,69
4997,5320,spreker2 [v] (TIE2),ja,/dutch2/DVA4C,ja,dutch,dutch2,323,dutch-16-008-4997,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-601,NA,5440,0.5625,1.15107913669065,6,8,0.5,2,10,100
5598,6499,spreker2 [v] (TIE2),doen we nooit hè?,/dutch2/DVA4C,doen we nooit hè?,dutch,dutch2,901,dutch-16-009-5598,talk,doen we nooit hè?,4,17,1,205,1.5556098217596995e-10,NA,self_during_other,0,overlapped,6341,0.624664879356568,1.12688821752266,6,9,0.555555555555556,2,100,69
6279,7827,spreker1 [v] (TIE0),nee precies niet op deze manier,/dutch2/DVA4C,nee precies niet op deze manier,dutch,dutch2,1548,dutch-16-010-6279,talk,nee precies niet op deze manier,6,31,1,205,1.5556098217596995e-10,partial,other,-220,overlapped,7889,0.497908480162251,1.13429187634795,7,10,0.5,2,100,69
6499,8080.999999999999,spreker2 [v] (TIE2),[laugh],/dutch2/DVA4C,ggg,dutch,dutch2,1581.999999999999,dutch-16-011-6499,laugh,NA,NA,NA,NA,NA,NA,partial,other,-1328,NA,9471,0.585260268187097,1.31377444860591,8,11,0.545454545454545,2,NA,NA
8080.999999999999,9133,spreker1 [v] (TIE0),kijk je eens goed in de ogen,/dutch2/DVA4C,kijk je eens goed in de ogen,dutch,dutch2,1052.000000000001,dutch-16-012-8081,talk,kijk je eens goed in de ogen,7,28,1,205,1.5556098217596995e-10,NA,other,0,NA,10824,0.460088691796009,1.31025299600533,10,13,0.461538461538462,2,100,69
8080.999999999999,8382,spreker2 [v] (TIE2),nee,/dutch2/DVA4C,nee,dutch,dutch2,301.0000000000009,dutch-16-013-8081,talk,nee,1,3,9041,2,1.4064268398529449e-6,NA,other,253.9999999999991,NA,10824,0.539911308203991,1.31025299600533,10,13,0.538461538461538,2,12,91
9063,9456,spreker2 [v] (TIE2),ja,/dutch2/DVA4C,ja,dutch,dutch2,393,dutch-16-014-9063,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,self,NA,overlapped,11217,0.556031024338058,1.30673345759553,10,14,0.571428571428571,2,10,100
9133,9710,spreker1 [v] (TIE0),en uh,/dutch2/DVA4C,en uh,dutch,dutch2,577,dutch-16-015-9133,talk,en uh,2,5,2100,13,3.2667806256953693e-7,partial,other,751,overlapped,11794,0.471171782262167,1.33446481104322,11,15,0.466666666666667,2,17,84
9456,9734,spreker2 [v] (TIE2),ja,/dutch2/DVA4C,ja,dutch,dutch2,278,dutch-16-016-9456,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-254,overlapped,12072,0.53967859509609,1.36222071767095,12,16,0.5625,2,10,100
9710,12468,spreker1 [v] (TIE0),ik was meteen uh naar dat ding uh wat je net liet zien,/dutch2/DVA4C,ik was meteen uh naar dat ding uh wat je net liet zien,dutch,dutch2,2758,dutch-16-017-9710,talk,ik was meteen uh naar dat ding uh wat je net liet zien,13,54,1,205,1.5556098217596995e-10,partial,other,-24,NA,14830,0.560687795010115,1.27888927216281,13,17,0.470588235294118,2,100,69
12537,12803,spreker2 [v] (TIE2),ja,/dutch2/DVA4C,ja,dutch,dutch2,266,dutch-16-018-12537,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,69,NA,12185,0.360279031596225,1.28832734193276,11,14,0.571428571428571,2,10,100
13299,15217,spreker2 [v] (TIE2),nou dat is volgens mij een uh,/dutch2/DVA4C,nou dat is volgens mij een uh,dutch,dutch2,1918,dutch-16-019-13299,talk,nou dat is volgens mij een uh,7,29,1,205,1.5556098217596995e-10,NA,self,NA,NA,14103,0.447280720414096,1.18792115902965,11,15,0.6,2,100,69
16338.000000000002,17424,spreker2 [v] (TIE2),een uh,/dutch2/DVA4C,een uh,dutch,dutch2,1085.9999999999982,dutch-16-020-16338,talk,een uh,2,6,65,143,1.0111463841438049e-8,NA,self,NA,NA,10211,0.570365292331799,0.934645308924485,6,10,0.7,2,24,77
17424,19503,spreker2 [v] (TIE2),hele hippe manier van,/dutch2/DVA4C,hele hippe manier van,dutch,dutch2,2079,dutch-16-021-17424,talk,hele hippe manier van,4,21,1,205,1.5556098217596995e-10,NA,self,NA,NA,10708,0.590306313036982,0.937489056207319,5,10,0.7,2,100,69
19503,20585,spreker2 [v] (TIE2),reclame maken,/dutch2/DVA4C,reclame maken,dutch,dutch2,1082,dutch-16-022-19503,talk,reclame maken,2,13,1,205,1.5556098217596995e-10,NA,self,NA,NA,9189,0.699858526499075,0.844965517241379,1,6,0.833333333333333,2,100,69
21001,21440,spreker1 [v] (TIE0),oké,/dutch2/DVA4C,oké,dutch,dutch2,439,dutch-16-023-21001,talk,oké,1,3,89,124,1.3844927413661329e-8,NA,other,416,overlapped,6870,0.063901018922853,0.771650005616084,1,6,0.166666666666667,2,23,78
21336,22262,spreker2 [v] (TIE2),ik denk dat 't,/dutch2/DVA4C,ik denk dat 't,dutch,dutch2,926,dutch-16-024-21336,talk,ik denk dat 't,4,14,5,201,7.778049108798498e-10,partial,other,-104,NA,7796,0.943689071318625,0.801645244215938,2,7,0.857142857142857,2,28,73
22262,24444,spreker2 [v] (TIE2),mensen die dit in de brievenbus krijgen,/dutch2/DVA4C,mensen die dit in de brievenbus krijgen,dutch,dutch2,2182,dutch-16-025-22262,talk,mensen die dit in de brievenbus krijgen,7,39,1,205,1.5556098217596995e-10,NA,self,NA,NA,9978,0.956003207055522,0.837994457042076,2,8,0.875,2,100,69
24444,25172,spreker2 [v] (TIE2),uitdaagt om,/dutch2/DVA4C,uitdaagt om,dutch,dutch2,728,dutch-16-026-24444,talk,uitdaagt om,2,11,1,205,1.5556098217596995e-10,NA,self,NA,NA,8522,0.948486270828444,0.964681910799185,2,7,0.857142857142857,2,100,69
25172,26304,spreker2 [v] (TIE2),meteen te luisteren,/dutch2/DVA4C,meteen te luisteren,dutch,dutch2,1132,dutch-16-027-25172,talk,meteen te luisteren,3,19,1,205,1.5556098217596995e-10,NA,self,NA,NA,9654,0.954526621089704,0.968693558097532,2,8,0.875,2,100,69
26304,26789,spreker2 [v] (TIE2),en dan,/dutch2/DVA4C,en dan,dutch,dutch2,485,dutch-16-028-26304,talk,en dan,2,6,301,47,4.6823855634966966e-8,NA,self,NA,overlapped,10139,0.956701844363349,0.970146397473926,2,9,0.888888888888889,2,21,80
26431,26812,spreker1 [v] (TIE0),hum hum,/dutch2/DVA4C,hum hum,dutch,dutch2,381,dutch-16-029-26431,talk,hum hum,2,7,98,115,1.5244976253245058e-8,partial,other,127,NA,9434,0.0869196523213907,1.00489987217725,3,9,0.222222222222222,2,23,78
27194,27771,spreker2 [v] (TIE2),voordeel,/dutch2/DVA4C,voordeel,dutch,dutch2,577,dutch-16-030-27194,talk,voordeel,1,8,2,204,3.111219643519399e-10,NA,other,382,NA,10011,0.918090100889022,0.9675268193679332,4,10,0.8,2,31,72
27771,29111,spreker2 [v] (TIE2),van de slechte kwaliteit,/dutch2/DVA4C,van de slechte kwaliteit,dutch,dutch2,1340,dutch-16-031-27771,talk,van de slechte kwaliteit,4,24,1,205,1.5556098217596995e-10,NA,self,NA,NA,9272,0.911561691113028,0.965029142381349,4,10,0.8,2,100,69
29111,29928,spreker2 [v] (TIE2),is dat ze ook nog een,/dutch2/DVA4C,is dat ze ook nog een,dutch,dutch2,817,dutch-16-032-29111,talk,is dat ze ook nog een,6,21,1,205,1.5556098217596995e-10,NA,self,NA,NA,10089,0.91872336207751,0.967769784172662,4,11,0.818181818181818,2,100,69
29928,31441,spreker2 [v] (TIE2),paar keer moeten luisteren dus,/dutch2/DVA4C,paar keer moeten luisteren dus,dutch,dutch2,1513,dutch-16-033-29928,talk,paar keer moeten luisteren dus,5,30,1,205,1.5556098217596995e-10,NA,self,NA,NA,10520,0.922053231939164,1.00766283524904,3,11,0.818181818181818,2,100,69
31557,34456,spreker1 [v] (TIE0),ja ja dan gaan ze zich goed concentreren op dat ding en dan uh,/dutch2/DVA4C,ja ja dan gaan ze zich goed concentreren op dat ding en dan uh,dutch,dutch2,2899,dutch-16-034-31557,talk,ja ja dan gaan ze zich goed concentreren op dat ding en dan uh,14,62,1,205,1.5556098217596995e-10,NA,other,116,overlapped,12054,0.272108843537415,0.988518943742824,3,10,0.2,2,100,69
31637,32354,spreker2 [v] (TIE2),alles wat 'n,/dutch2/DVA4C,alles wat 'n,dutch,dutch2,717,dutch-16-035-31637,talk,alles wat 'n,3,12,1,205,1.5556098217596995e-10,full,other,-2819,NA,12771,0.743168115261138,1.0473183532885,4,11,0.818181818181818,2,100,69
34040,35496,spreker2 [v] (TIE2),alles wat een adverteerder wil,/dutch2/DVA4C,alles wat een adverteerder wil,dutch,dutch2,1456,dutch-16-036-34040,talk,alles wat een adverteerder wil,5,30,1,205,1.5556098217596995e-10,NA,self_during_other,-416,NA,12045,0.727687837276878,1.08984799131379,4,11,0.818181818181818,2,100,69
36097,36363,spreker1 [v] (TIE0),ja,/dutch2/DVA4C,ja,dutch,dutch2,266,dutch-16-037-36097,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,601,NA,10451,0.339297674863649,1.03897007654836,5,10,0.3,2,10,100
36778,37206,spreker1 [v] (TIE0),nou leuk,/dutch2/DVA4C,nou leuk,dutch,dutch2,428,dutch-16-038-36778,talk,nou leuk,2,8,28,178,4.355707500927159e-9,NA,self,NA,NA,10013,0.358833516428643,1.0000998801438299,3,9,0.333333333333333,2,25,76
37206,38650,spreker1 [v] (TIE0),maar je krijgt dat in de bus dus uh?,/dutch2/DVA4C,maar je krijgt dat in de bus dus uh?,dutch,dutch2,1444,dutch-16-039-37206,talk,maar je krijgt dat in de bus dus uh?,9,36,1,205,1.5556098217596995e-10,NA,self,NA,NA,10880,0.462959558823529,1.00009192021325,3,9,0.444444444444444,2,100,69
38900,41072,spreker2 [v] (TIE2),nee ik heb 't volgens mij heel lang geleden,/dutch2/DVA4C,nee ik heb 't volgens mij heel lang geleden,dutch,dutch2,2172,dutch-16-040-38900,talk,nee ik heb 't volgens mij heel lang geleden,9,43,1,205,1.5556098217596995e-10,NA,other,250,overlapped,11712,0.569928278688525,0.979182342613494,4,9,0.555555555555556,2,100,69
39570,39836,spreker1 [v] (TIE0),ja,/dutch2/DVA4C,ja,dutch,dutch2,266,dutch-16-041-39570,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-1502,NA,11161,0.475136636502106,1.00152548456569,5,9,0.555555555555556,2,10,100
41326,44284,spreker2 [v] (TIE2),hier van 't instituut meegenomen toen iemand 't weg wilde gooien,/dutch2/DVA4C,hier van 't instituut meegenomen toen iemand 't weg wilde gooien,dutch,dutch2,2958,dutch-16-042-41326,talk,hier van 't instituut meegenomen toen iemand 't weg wilde gooien,11,64,1,205,1.5556098217596995e-10,NA,other,1490,NA,12606,0.579327304458194,0.99049265341400194,5,9,0.444444444444444,2,100,69
44607,45139,spreker1 [v] (TIE0),oké,/dutch2/DVA4C,oké,dutch,dutch2,532,dutch-16-043-44607,talk,oké,1,3,89,124,1.3844927413661329e-8,NA,other,323,NA,8066,0.363997024547483,0.892059278920593,4,7,0.714285714285714,2,23,78
45543,45947,spreker1 [v] (TIE0),oké,/dutch2/DVA4C,oké,dutch,dutch2,404,dutch-16-044-45543,talk,oké,1,3,89,124,1.3844927413661329e-8,NA,self,NA,overlapped,8470,0.394332939787485,0.85989847715736,4,8,0.75,2,23,78
45774,47576,spreker2 [v] (TIE2),dus dat is mijn historisch besef,/dutch2/DVA4C,dus dat is mijn historisch besef,dutch,dutch2,1802,dutch-16-045-45774,talk,dus dat is mijn historisch besef,6,32,1,205,1.5556098217596995e-10,partial,other,-173,overlapped,10272,0.674844236760125,0.8948514678979,5,9,0.333333333333333,2,100,69
47357,48513,spreker1 [v] (TIE0),ja ja ja ja ja,/dutch2/DVA4C,ja ja ja ja ja,dutch,dutch2,1156,dutch-16-046-47357,talk,ja ja ja ja ja,5,14,395,40,6.144658795950814e-8,partial,other,-219,NA,9290,0.253821313240043,0.966399667117445,5,7,0.571428571428571,2,21,80
48665,50271,spreker1 [v] (TIE0),nee ik dacht dat 't misschien heel oud zou zijn,/dutch2/DVA4C,nee ik dacht dat 't misschien heel oud zou zijn,dutch,dutch2,1606,dutch-16-047-48665,talk,nee ik dacht dat 't misschien heel oud zou zijn,10,47,1,205,1.5556098217596995e-10,NA,self,NA,NA,10896,0.363803230543319,0.958227068859379,5,8,0.625,2,100,69
50271,51184,spreker1 [v] (TIE0),zo ziet er ook 'n beetje uit,/dutch2/DVA4C,zo ziet er ook 'n beetje uit,dutch,dutch2,913,dutch-16-048-50271,talk,zo ziet er ook 'n beetje uit,7,28,1,205,1.5556098217596995e-10,NA,self,NA,NA,9371,0.492049941308292,0.950598498681274,3,7,0.714285714285714,2,100,69
51184,52894,spreker1 [v] (TIE0),dat kan natuurlijk de vormgeving zijn,/dutch2/DVA4C,dat kan natuurlijk de vormgeving zijn,dutch,dutch2,1710,dutch-16-049-51184,talk,dat kan natuurlijk de vormgeving zijn,6,37,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11081,0.570435881238155,0.957901106500692,3,8,0.75,2,100,69
51819,52490,spreker2 [v] (TIE2),het is,/dutch2/DVA4C,het is,dutch,dutch2,671,dutch-16-050-51819,talk,het is,2,6,20,186,3.111219643519399e-9,full,other,-1075,NA,8794,0.281214464407551,1.06118016169905,3,8,0.25,2,25,76
